[20:43:49.702] [@Ta'llia] [@Ta'llia] [Hunter's Boon {1781346275950592}] [ApplyEffect {836045448945477}: Coordination {1781346275950860}] ()
[20:43:49.702] [@Ta'llia] [@Ta'llia] [Hunter's Boon {1781346275950592}] [ApplyEffect {836045448945477}: Hunter's Boon {1781346275950592}] ()
[20:43:49.703] [@Ta'llia] [@Ta'llia] [Hunter's Boon {1781346275950592}] [ApplyEffect {836045448945477}: Unnatural Might {1781346275950868}] ()
[21:05:46.367] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:05:55.077] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:05:57.477] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:06:02.886] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:06:02.886] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:06:06.932] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:06:10.938] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:06:13.037] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:06:18.477] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:06:18.478] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:06:21.159] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:06:26.367] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:06:28.466] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:06:33.877] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:06:33.877] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:06:38.172] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:06:44.580] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:06:49.982] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:06:51.891] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:06:51.891] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:06:52.883] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:07:10.225] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:07:10.225] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:07:14.520] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:07:17.060] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:07:19.658] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:07:26.270] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:07:26.271] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:07:31.800] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:07:33.806] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:07:35.904] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:07:41.716] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:07:41.716] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:07:44.310] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:07:52.319] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:07:56.920] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:07:57.841] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:07:57.841] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:08:01.437] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:08:08.245] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:08:10.645] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:08:13.371] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:08:13.371] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:08:15.881] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:08:23.690] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:08:25.690] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:08:28.599] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:08:28.599] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:08:33.195] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:08:39.202] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:08:45.905] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:08:47.314] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:08:47.314] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:08:51.309] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:08:56.115] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:09:00.923] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:09:02.832] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:09:02.832] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:09:08.528] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:09:11.449] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:09:14.849] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:09:20.574] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:09:20.575] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:09:24.157] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:09:27.696] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:09:30.695] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:09:36.091] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:09:36.091] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:09:38.501] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:09:44.592] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:09:51.011] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:09:53.221] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:09:53.221] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:09:56.115] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:10:09.128] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:10:12.328] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:10:13.636] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:10:13.637] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:10:17.331] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:10:40.868] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:10:48.105] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:10:49.114] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:10:49.114] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:10:51.108] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:10:55.913] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:11:00.648] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:11:05.443] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:11:05.443] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:11:08.637] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:11:11.442] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:11:13.541] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:11:22.957] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:11:22.957] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:11:24.850] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:11:26.754] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:11:28.453] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:11:38.936] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:11:38.936] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:11:41.329] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:11:42.834] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:11:45.416] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:11:54.647] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:11:54.647] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:11:56.825] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:11:58.946] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:12:06.050] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:12:10.861] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:12:10.861] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:12:13.255] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:12:15.259] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:12:17.859] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:12:26.289] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:12:26.289] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:12:30.769] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:12:33.574] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:12:39.776] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:12:43.986] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:12:43.986] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:12:46.380] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:12:49.486] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:12:51.585] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:13:00.451] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:13:00.451] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:13:03.345] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:13:08.070] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:13:12.270] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:13:17.581] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:13:17.581] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:13:18.073] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:13:23.798] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:13:27.382] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:13:33.510] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:13:33.510] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:13:35.804] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:13:39.509] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:13:44.011] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:13:50.523] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:13:50.524] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:13:53.734] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:13:55.138] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:13:59.223] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:14:07.017] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:14:07.018] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:14:10.312] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:14:11.315] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:14:13.314] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:14:22.830] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:14:22.830] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:14:26.024] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:14:28.128] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:14:30.628] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:14:38.559] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:14:38.559] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:14:40.852] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:14:43.658] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:14:49.960] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:14:54.071] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:14:54.071] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:14:56.598] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:14:59.905] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:15:07.709] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:15:09.618] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:15:09.618] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:15:15.314] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:15:16.918] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:15:22.720] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:15:25.430] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:15:25.431] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:15:27.724] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:15:32.964] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:15:40.967] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
